<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;;;;;;
SPFB.RTS-12.18;1;12.10.2018;23:45;115 140  ;115 160  ;115 140  ;115 160  ;58;;;;;;
SPFB.RTS-12.18;1;12.10.2018;23:46;115 150  ;115 220  ;115 140  ;115 220  ;181;;;;;;
SPFB.RTS-12.18;1;12.10.2018;23:47;115 220  ;115 220  ;115 190  ;115 190  ;164;;;;;;
SPFB.RTS-12.18;1;12.10.2018;23:48;115 200  ;115 210  ;115 170  ;115 180  ;120;;;;;;
SPFB.RTS-12.18;1;12.10.2018;23:49;115 170  ;115 170  ;115 120  ;115 120  ;354;;;;;;
SPFB.RTS-12.18;1;12.10.2018;23:50;115 120  ;115 160  ;115 080  ;115 160  ;617;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:01;111 190  ;112 360  ;111 190  ;112 330  ;8000;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:02;112 320  ;112 520  ;112 290  ;112 300  ;5322;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:03;112 300  ;112 450  ;112 290  ;112 310  ;2527;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:04;112 300  ;112 390  ;112 290  ;112 390  ;1500;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:05;112 400  ;112 450  ;112 380  ;112 420  ;1040;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:06;112 430  ;112 460  ;112 370  ;112 450  ;1426;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:07;112 450  ;112 600  ;112 410  ;112 590  ;2953;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:08;112 590  ;112 620  ;112 520  ;112 530  ;1426;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:09;112 540  ;112 590  ;112 490  ;112 500  ;971;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:10;112 500  ;112 530  ;112 390  ;112 470  ;1636;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:11;112 480  ;112 500  ;112 410  ;112 490  ;1202;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:12;112 490  ;112 520  ;112 440  ;112 470  ;920;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:13;112 470  ;112 540  ;112 460  ;112 540  ;444;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:14;112 530  ;112 610  ;112 530  ;112 600  ;1326;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:15;112 610  ;112 680  ;112 570  ;112 580  ;1309;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:16;112 580  ;112 640  ;112 520  ;112 610  ;1390;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:17;112 620  ;112 680  ;112 580  ;112 650  ;1376;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:18;112 650  ;112 730  ;112 620  ;112 670  ;1336;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:19;112 680  ;112 680  ;112 610  ;112 620  ;588;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:20;112 630  ;112 670  ;112 610  ;112 670  ;618;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:21;112 670  ;112 700  ;112 660  ;112 670  ;573;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:22;112 680  ;112 730  ;112 650  ;112 660  ;825;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:23;112 650  ;112 680  ;112 600  ;112 610  ;974;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:24;112 610  ;112 630  ;112 540  ;112 570  ;1171;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:25;112 560  ;112 580  ;112 540  ;112 560  ;459;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:26;112 570  ;112 590  ;112 490  ;112 490  ;1090;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:27;112 490  ;112 540  ;112 420  ;112 420  ;683;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:28;112 440  ;112 470  ;112 410  ;112 460  ;720;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:29;112 460  ;112 540  ;112 450  ;112 510  ;706;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:30;112 500  ;112 530  ;112 490  ;112 500  ;436;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:31;112 500  ;112 560  ;112 470  ;112 470  ;705;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:32;112 470  ;112 480  ;112 440  ;112 450  ;516;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:33;112 460  ;112 490  ;112 450  ;112 480  ;227;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:34;112 470  ;112 530  ;112 470  ;112 500  ;706;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:35;112 500  ;112 550  ;112 490  ;112 540  ;599;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:36;112 540  ;112 630  ;112 510  ;112 610  ;1181;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:37;112 610  ;112 660  ;112 600  ;112 620  ;724;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:38;112 620  ;112 620  ;112 570  ;112 590  ;381;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:39;112 590  ;112 610  ;112 550  ;112 550  ;286;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:40;112 550  ;112 570  ;112 510  ;112 510  ;278;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:41;112 520  ;112 520  ;112 460  ;112 490  ;574;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:42;112 490  ;112 580  ;112 490  ;112 550  ;466;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:43;112 550  ;112 570  ;112 520  ;112 520  ;245;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:44;112 530  ;112 530  ;112 490  ;112 490  ;344;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:45;112 500  ;112 560  ;112 490  ;112 560  ;410;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:46;112 550  ;112 610  ;112 500  ;112 530  ;777;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:47;112 530  ;112 530  ;112 450  ;112 450  ;472;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:48;112 460  ;112 490  ;112 450  ;112 460  ;385;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:49;112 470  ;112 500  ;112 470  ;112 500  ;185;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:50;112 500  ;112 520  ;112 470  ;112 480  ;234;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:51;112 500  ;112 500  ;112 450  ;112 460  ;289;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:52;112 460  ;112 490  ;112 460  ;112 460  ;190;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:53;112 450  ;112 480  ;112 430  ;112 460  ;562;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:54;112 450  ;112 450  ;112 420  ;112 440  ;170;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:55;112 440  ;112 470  ;112 420  ;112 430  ;252;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:56;112 440  ;112 460  ;112 370  ;112 440  ;1675;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:57;112 430  ;112 500  ;112 400  ;112 480  ;1505;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:58;112 490  ;112 530  ;112 450  ;112 500  ;1237;;;;;;
SPFB.RTS-12.18;1;12.11.2018;10:59;112 510  ;112 530  ;112 470  ;112 480  ;764;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:00;112 480  ;112 490  ;112 440  ;112 470  ;243;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:01;112 460  ;112 480  ;112 390  ;112 410  ;917;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:02;112 400  ;112 450  ;112 380  ;112 430  ;943;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:03;112 440  ;112 550  ;112 430  ;112 550  ;822;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:04;112 550  ;112 640  ;112 500  ;112 630  ;1276;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:05;112 620  ;112 650  ;112 560  ;112 620  ;608;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:06;112 600  ;112 650  ;112 560  ;112 600  ;896;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:07;112 600  ;112 680  ;112 570  ;112 580  ;1867;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:08;112 580  ;112 620  ;112 530  ;112 590  ;788;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:09;112 590  ;112 630  ;112 550  ;112 560  ;914;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:10;112 570  ;112 620  ;112 550  ;112 570  ;620;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:11;112 560  ;112 600  ;112 560  ;112 580  ;323;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:12;112 590  ;112 660  ;112 580  ;112 660  ;537;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:13;112 650  ;112 670  ;112 630  ;112 630  ;286;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:14;112 630  ;112 700  ;112 630  ;112 700  ;699;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:15;112 700  ;112 710  ;112 620  ;112 620  ;965;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:16;112 620  ;112 680  ;112 620  ;112 670  ;461;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:17;112 670  ;112 680  ;112 590  ;112 620  ;675;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:18;112 600  ;112 640  ;112 590  ;112 610  ;269;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:19;112 620  ;112 620  ;112 470  ;112 480  ;1215;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:20;112 470  ;112 500  ;112 430  ;112 450  ;851;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:21;112 460  ;112 510  ;112 450  ;112 470  ;486;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:22;112 460  ;112 540  ;112 450  ;112 530  ;568;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:23;112 520  ;112 520  ;112 450  ;112 450  ;329;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:24;112 440  ;112 450  ;112 350  ;112 420  ;1754;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:25;112 410  ;112 540  ;112 410  ;112 500  ;593;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:26;112 510  ;112 510  ;112 420  ;112 440  ;614;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:27;112 450  ;112 520  ;112 450  ;112 470  ;489;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:28;112 470  ;112 470  ;112 330  ;112 400  ;1027;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:29;112 390  ;112 400  ;112 260  ;112 280  ;1131;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:30;112 280  ;112 330  ;112 280  ;112 300  ;790;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:31;112 290  ;112 290  ;112 220  ;112 290  ;1311;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:32;112 280  ;112 330  ;112 240  ;112 270  ;623;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:33;112 260  ;112 360  ;112 240  ;112 330  ;982;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:34;112 340  ;112 350  ;112 260  ;112 280  ;304;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:35;112 280  ;112 350  ;112 270  ;112 340  ;598;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:36;112 340  ;112 400  ;112 330  ;112 330  ;734;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:37;112 330  ;112 370  ;112 290  ;112 350  ;469;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:38;112 330  ;112 340  ;112 270  ;112 320  ;306;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:39;112 310  ;112 340  ;112 310  ;112 330  ;144;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:40;112 330  ;112 370  ;112 310  ;112 360  ;229;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:41;112 370  ;112 370  ;112 300  ;112 340  ;259;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:42;112 320  ;112 390  ;112 310  ;112 390  ;418;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:43;112 380  ;112 490  ;112 370  ;112 420  ;1311;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:44;112 420  ;112 460  ;112 400  ;112 420  ;316;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:45;112 410  ;112 430  ;112 370  ;112 390  ;444;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:46;112 390  ;112 420  ;112 380  ;112 420  ;421;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:47;112 420  ;112 490  ;112 420  ;112 470  ;406;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:48;112 480  ;112 580  ;112 460  ;112 510  ;703;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:49;112 510  ;112 520  ;112 470  ;112 470  ;414;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:50;112 480  ;112 530  ;112 480  ;112 490  ;139;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:51;112 500  ;112 510  ;112 430  ;112 430  ;273;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:52;112 430  ;112 450  ;112 330  ;112 350  ;1527;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:53;112 350  ;112 480  ;112 350  ;112 450  ;1736;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:54;112 450  ;112 460  ;112 390  ;112 390  ;531;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:55;112 390  ;112 540  ;112 380  ;112 520  ;946;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:56;112 520  ;112 550  ;112 480  ;112 510  ;631;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:57;112 510  ;112 560  ;112 470  ;112 470  ;802;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:58;112 460  ;112 510  ;112 390  ;112 410  ;903;;;;;;
SPFB.RTS-12.18;1;12.11.2018;11:59;112 410  ;112 460  ;112 400  ;112 410  ;607;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:00;112 430  ;112 450  ;112 390  ;112 430  ;401;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:01;112 420  ;112 550  ;112 420  ;112 510  ;929;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:02;112 520  ;112 560  ;112 520  ;112 540  ;227;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:03;112 530  ;112 560  ;112 500  ;112 500  ;408;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:04;112 500  ;112 510  ;112 450  ;112 480  ;191;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:05;112 480  ;112 510  ;112 470  ;112 480  ;172;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:06;112 470  ;112 500  ;112 420  ;112 420  ;350;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:07;112 420  ;112 480  ;112 420  ;112 460  ;218;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:08;112 460  ;112 490  ;112 370  ;112 390  ;556;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:09;112 390  ;112 450  ;112 370  ;112 440  ;420;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:10;112 430  ;112 450  ;112 400  ;112 400  ;299;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:11;112 390  ;112 440  ;112 350  ;112 400  ;711;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:12;112 390  ;112 390  ;112 340  ;112 350  ;506;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:13;112 340  ;112 350  ;112 270  ;112 320  ;753;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:14;112 340  ;112 370  ;112 250  ;112 280  ;1215;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:15;112 270  ;112 330  ;112 270  ;112 310  ;700;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:16;112 310  ;112 340  ;112 270  ;112 290  ;603;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:17;112 300  ;112 320  ;112 250  ;112 290  ;603;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:18;112 280  ;112 330  ;112 260  ;112 330  ;401;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:19;112 320  ;112 350  ;112 290  ;112 290  ;312;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:20;112 290  ;112 350  ;112 280  ;112 340  ;139;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:21;112 330  ;112 360  ;112 310  ;112 360  ;174;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:22;112 360  ;112 360  ;112 300  ;112 330  ;204;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:23;112 330  ;112 400  ;112 320  ;112 370  ;512;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:24;112 380  ;112 400  ;112 350  ;112 370  ;265;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:25;112 360  ;112 380  ;112 350  ;112 380  ;181;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:26;112 380  ;112 400  ;112 370  ;112 370  ;136;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:27;112 370  ;112 370  ;112 310  ;112 330  ;289;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:28;112 340  ;112 350  ;112 280  ;112 290  ;251;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:29;112 280  ;112 280  ;112 210  ;112 270  ;682;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:30;112 270  ;112 290  ;112 150  ;112 180  ;1212;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:31;112 190  ;112 200  ;112 100  ;112 120  ;1228;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:32;112 130  ;112 200  ;112 120  ;112 200  ;663;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:33;112 200  ;112 220  ;112 130  ;112 150  ;633;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:34;112 150  ;112 220  ;112 150  ;112 160  ;319;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:35;112 180  ;112 220  ;112 160  ;112 180  ;279;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:36;112 170  ;112 200  ;112 150  ;112 180  ;354;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:37;112 190  ;112 230  ;112 170  ;112 170  ;371;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:38;112 180  ;112 200  ;112 170  ;112 200  ;130;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:39;112 190  ;112 250  ;112 190  ;112 240  ;761;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:40;112 250  ;112 250  ;112 170  ;112 190  ;423;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:41;112 200  ;112 230  ;112 180  ;112 200  ;283;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:42;112 210  ;112 300  ;112 210  ;112 300  ;494;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:43;112 300  ;112 320  ;112 260  ;112 260  ;436;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:44;112 260  ;112 300  ;112 260  ;112 280  ;178;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:45;112 280  ;112 300  ;112 260  ;112 260  ;100;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:46;112 270  ;112 330  ;112 270  ;112 300  ;522;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:47;112 310  ;112 470  ;112 310  ;112 470  ;1398;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:48;112 470  ;112 490  ;112 430  ;112 450  ;589;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:49;112 450  ;112 540  ;112 450  ;112 540  ;855;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:50;112 540  ;112 560  ;112 450  ;112 470  ;754;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:51;112 470  ;112 480  ;112 430  ;112 460  ;354;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:52;112 450  ;112 500  ;112 450  ;112 480  ;289;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:53;112 460  ;112 490  ;112 440  ;112 470  ;227;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:54;112 470  ;112 480  ;112 420  ;112 460  ;342;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:55;112 470  ;112 480  ;112 390  ;112 420  ;668;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:56;112 430  ;112 470  ;112 400  ;112 470  ;179;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:57;112 460  ;112 520  ;112 440  ;112 520  ;315;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:58;112 510  ;112 540  ;112 490  ;112 490  ;349;;;;;;
SPFB.RTS-12.18;1;12.11.2018;12:59;112 490  ;112 500  ;112 430  ;112 430  ;276;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:00;112 430  ;112 450  ;112 400  ;112 400  ;490;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:01;112 410  ;112 460  ;112 410  ;112 420  ;330;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:02;112 430  ;112 460  ;112 370  ;112 390  ;588;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:03;112 380  ;112 450  ;112 380  ;112 410  ;264;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:04;112 420  ;112 500  ;112 410  ;112 500  ;565;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:05;112 500  ;112 530  ;112 460  ;112 490  ;686;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:06;112 480  ;112 580  ;112 480  ;112 500  ;646;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:07;112 510  ;112 520  ;112 460  ;112 480  ;262;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:08;112 490  ;112 500  ;112 430  ;112 440  ;327;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:09;112 440  ;112 450  ;112 380  ;112 390  ;640;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:10;112 390  ;112 420  ;112 370  ;112 410  ;338;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:11;112 410  ;112 410  ;112 320  ;112 350  ;572;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:12;112 350  ;112 380  ;112 300  ;112 300  ;443;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:13;112 320  ;112 340  ;112 280  ;112 300  ;206;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:14;112 310  ;112 340  ;112 290  ;112 300  ;333;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:15;112 290  ;112 320  ;112 280  ;112 300  ;223;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:16;112 300  ;112 360  ;112 300  ;112 360  ;331;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:17;112 350  ;112 390  ;112 350  ;112 380  ;124;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:18;112 380  ;112 390  ;112 360  ;112 370  ;92;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:19;112 370  ;112 380  ;112 330  ;112 370  ;277;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:20;112 350  ;112 350  ;112 280  ;112 350  ;272;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:21;112 340  ;112 390  ;112 340  ;112 350  ;212;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:22;112 360  ;112 460  ;112 350  ;112 410  ;535;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:23;112 420  ;112 420  ;112 360  ;112 370  ;176;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:24;112 390  ;112 400  ;112 350  ;112 360  ;371;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:25;112 370  ;112 390  ;112 360  ;112 390  ;103;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:26;112 390  ;112 420  ;112 370  ;112 380  ;579;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:27;112 390  ;112 410  ;112 380  ;112 410  ;352;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:28;112 390  ;112 420  ;112 330  ;112 340  ;251;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:29;112 340  ;112 360  ;112 320  ;112 350  ;292;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:30;112 340  ;112 380  ;112 340  ;112 350  ;106;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:31;112 360  ;112 400  ;112 350  ;112 400  ;150;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:32;112 390  ;112 410  ;112 390  ;112 390  ;98;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:33;112 380  ;112 390  ;112 330  ;112 330  ;145;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:34;112 320  ;112 370  ;112 320  ;112 340  ;164;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:35;112 350  ;112 360  ;112 300  ;112 310  ;783;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:36;112 310  ;112 350  ;112 310  ;112 350  ;118;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:37;112 350  ;112 370  ;112 340  ;112 340  ;82;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:38;112 340  ;112 380  ;112 340  ;112 380  ;113;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:39;112 380  ;112 390  ;112 380  ;112 390  ;156;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:40;112 390  ;112 390  ;112 340  ;112 360  ;122;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:41;112 350  ;112 370  ;112 330  ;112 330  ;227;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:42;112 340  ;112 340  ;112 300  ;112 300  ;195;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:43;112 320  ;112 350  ;112 310  ;112 350  ;157;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:44;112 350  ;112 380  ;112 350  ;112 380  ;122;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:45;112 380  ;112 410  ;112 370  ;112 380  ;555;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:46;112 400  ;112 410  ;112 370  ;112 370  ;78;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:47;112 370  ;112 420  ;112 370  ;112 410  ;238;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:48;112 410  ;112 430  ;112 390  ;112 390  ;213;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:49;112 380  ;112 400  ;112 340  ;112 350  ;202;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:50;112 350  ;112 360  ;112 320  ;112 350  ;235;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:51;112 340  ;112 350  ;112 300  ;112 350  ;250;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:52;112 330  ;112 340  ;112 310  ;112 320  ;93;;;;;;
SPFB.RTS-12.18;1;12.11.2018;13:53;112 320  ;112 340  ;112 240  ;112 260  ;743;;;;;;
