<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:08;105 330  ;105 340  ;105 270  ;105 270  ;60;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:09;105 270  ;105 300  ;105 270  ;105 300  ;21;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:10;105 290  ;105 290  ;105 220  ;105 260  ;11;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:11;105 250  ;105 250  ;105 160  ;105 170  ;63;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:12;105 160  ;105 200  ;105 160  ;105 160  ;52;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:13;105 180  ;105 190  ;105 180  ;105 190  ;7;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:14;105 140  ;105 180  ;105 110  ;105 180  ;33;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:15;105 140  ;105 140  ;105 140  ;105 140  ;1;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:16;105 200  ;105 200  ;105 200  ;105 200  ;1;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:18;105 280  ;105 350  ;105 280  ;105 330  ;21;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:19;105 350  ;105 350  ;105 330  ;105 330  ;13;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:20;105 290  ;105 310  ;105 290  ;105 310  ;4;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:21;105 340  ;105 340  ;105 340  ;105 340  ;1;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:22;105 330  ;105 490  ;105 330  ;105 490  ;17;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:23;105 500  ;105 500  ;105 470  ;105 480  ;34;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:24;105 510  ;105 510  ;105 450  ;105 450  ;19;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:26;105 450  ;105 490  ;105 450  ;105 490  ;7;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:27;105 490  ;105 530  ;105 490  ;105 520  ;7;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:28;105 550  ;105 610  ;105 550  ;105 610  ;4;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:29;105 620  ;105 660  ;105 620  ;105 620  ;44;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:30;105 650  ;105 810  ;105 650  ;105 760  ;89;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:31;105 810  ;105 810  ;105 730  ;105 730  ;12;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:32;105 710  ;105 710  ;105 670  ;105 680  ;13;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:33;105 680  ;105 680  ;105 680  ;105 680  ;5;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:34;105 670  ;105 670  ;105 660  ;105 670  ;32;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:35;105 680  ;105 700  ;105 650  ;105 700  ;28;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:36;105 700  ;105 700  ;105 690  ;105 690  ;3;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:37;105 720  ;105 740  ;105 680  ;105 680  ;25;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:38;105 660  ;105 660  ;105 610  ;105 650  ;29;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:39;105 660  ;105 660  ;105 610  ;105 610  ;21;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:40;105 620  ;105 620  ;105 580  ;105 610  ;17;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:41;105 620  ;105 650  ;105 610  ;105 650  ;15;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:42;105 650  ;105 650  ;105 650  ;105 650  ;8;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:43;105 660  ;105 660  ;105 660  ;105 660  ;1;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:44;105 690  ;105 710  ;105 660  ;105 660  ;55;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:45;105 640  ;105 710  ;105 640  ;105 710  ;51;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:46;105 630  ;105 650  ;105 620  ;105 650  ;12;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:48;105 680  ;105 700  ;105 670  ;105 700  ;32;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:49;105 700  ;105 710  ;105 700  ;105 710  ;66;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:50;105 660  ;105 690  ;105 660  ;105 670  ;33;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:51;105 690  ;105 740  ;105 680  ;105 740  ;53;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:52;105 700  ;105 740  ;105 700  ;105 740  ;5;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:53;105 750  ;105 760  ;105 710  ;105 710  ;81;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:54;105 760  ;105 760  ;105 690  ;105 690  ;4;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:55;105 750  ;105 750  ;105 740  ;105 740  ;35;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:56;105 740  ;105 750  ;105 740  ;105 750  ;15;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:57;105 760  ;105 790  ;105 760  ;105 790  ;73;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:58;105 790  ;105 790  ;105 750  ;105 760  ;55;;;;;;
SPFB.RTS-12.18;1;12.09.2018;14:59;105 790  ;105 810  ;105 780  ;105 800  ;74;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:00;105 750  ;105 750  ;105 750  ;105 750  ;6;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:02;105 800  ;105 920  ;105 800  ;105 920  ;97;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:03;105 910  ;106 000  ;105 910  ;105 930  ;273;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:04;105 920  ;105 920  ;105 870  ;105 890  ;15;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:05;105 870  ;105 870  ;105 800  ;105 800  ;7;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:06;105 800  ;105 800  ;105 750  ;105 800  ;30;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:07;105 800  ;105 800  ;105 790  ;105 790  ;3;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:08;105 820  ;105 820  ;105 810  ;105 810  ;9;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:09;105 800  ;105 800  ;105 800  ;105 800  ;1;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:10;105 780  ;105 780  ;105 780  ;105 780  ;1;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:11;105 770  ;105 770  ;105 770  ;105 770  ;7;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:12;105 770  ;105 770  ;105 740  ;105 740  ;93;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:13;105 740  ;105 780  ;105 740  ;105 760  ;12;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:14;105 760  ;105 800  ;105 740  ;105 800  ;8;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:15;105 760  ;105 770  ;105 730  ;105 740  ;57;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:16;105 720  ;105 730  ;105 720  ;105 730  ;47;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:17;105 710  ;105 720  ;105 710  ;105 720  ;43;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:20;105 720  ;105 720  ;105 720  ;105 720  ;10;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:21;105 710  ;105 710  ;105 680  ;105 690  ;109;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:22;105 690  ;105 690  ;105 690  ;105 690  ;2;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:23;105 700  ;105 700  ;105 630  ;105 650  ;171;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:24;105 690  ;105 730  ;105 660  ;105 660  ;17;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:25;105 660  ;105 680  ;105 650  ;105 680  ;6;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:26;105 680  ;105 690  ;105 680  ;105 690  ;17;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:27;105 710  ;105 710  ;105 710  ;105 710  ;1;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:28;105 720  ;105 720  ;105 720  ;105 720  ;4;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:29;105 730  ;105 730  ;105 730  ;105 730  ;10;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:31;105 800  ;105 800  ;105 800  ;105 800  ;20;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:32;105 850  ;105 880  ;105 780  ;105 810  ;61;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:33;105 840  ;105 840  ;105 840  ;105 840  ;1;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:36;105 770  ;105 770  ;105 770  ;105 770  ;5;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:37;105 760  ;105 760  ;105 760  ;105 760  ;1;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:38;105 770  ;105 790  ;105 770  ;105 770  ;8;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:41;105 830  ;105 830  ;105 790  ;105 800  ;32;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:44;105 800  ;105 800  ;105 790  ;105 790  ;2;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:45;105 760  ;105 760  ;105 730  ;105 730  ;8;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:46;105 760  ;105 770  ;105 760  ;105 770  ;2;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:47;105 770  ;105 800  ;105 730  ;105 730  ;65;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:52;105 750  ;105 750  ;105 740  ;105 740  ;5;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:53;105 770  ;105 770  ;105 770  ;105 770  ;1;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:54;105 760  ;105 760  ;105 730  ;105 730  ;4;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:55;105 770  ;105 770  ;105 770  ;105 770  ;1;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:56;105 850  ;105 850  ;105 850  ;105 850  ;29;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:57;105 820  ;105 820  ;105 820  ;105 820  ;5;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:58;105 740  ;105 740  ;105 730  ;105 730  ;12;;;;;;
SPFB.RTS-12.18;1;12.09.2018;15:59;105 720  ;105 760  ;105 720  ;105 760  ;5;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:00;105 740  ;105 740  ;105 740  ;105 740  ;1;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:01;105 810  ;105 820  ;105 780  ;105 780  ;14;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:04;105 880  ;105 920  ;105 880  ;105 900  ;86;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:05;105 900  ;105 900  ;105 900  ;105 900  ;1;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:08;105 900  ;105 910  ;105 900  ;105 910  ;22;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:10;105 870  ;105 870  ;105 810  ;105 840  ;9;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:11;105 830  ;105 860  ;105 820  ;105 860  ;6;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:12;105 840  ;105 840  ;105 830  ;105 830  ;10;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:13;105 830  ;105 830  ;105 800  ;105 800  ;49;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:15;105 850  ;105 850  ;105 850  ;105 850  ;51;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:17;105 860  ;105 900  ;105 860  ;105 860  ;103;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:19;105 840  ;105 840  ;105 840  ;105 840  ;1;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:21;105 850  ;105 850  ;105 800  ;105 800  ;4;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:22;105 800  ;105 800  ;105 790  ;105 790  ;3;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:23;105 800  ;105 800  ;105 760  ;105 760  ;11;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:24;105 720  ;105 720  ;105 710  ;105 710  ;38;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:26;105 740  ;105 760  ;105 740  ;105 760  ;2;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:27;105 790  ;105 810  ;105 790  ;105 810  ;3;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:28;105 800  ;105 820  ;105 760  ;105 760  ;16;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:29;105 740  ;105 740  ;105 740  ;105 740  ;2;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:30;105 730  ;105 730  ;105 700  ;105 700  ;77;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:31;105 710  ;105 720  ;105 710  ;105 720  ;2;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:32;105 690  ;105 690  ;105 690  ;105 690  ;11;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:34;105 740  ;105 800  ;105 740  ;105 760  ;12;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:35;105 830  ;105 830  ;105 820  ;105 820  ;3;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:36;105 770  ;105 770  ;105 770  ;105 770  ;2;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:37;105 750  ;105 750  ;105 750  ;105 750  ;2;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:38;105 750  ;105 750  ;105 740  ;105 740  ;2;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:41;105 760  ;105 760  ;105 760  ;105 760  ;2;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:42;105 770  ;105 770  ;105 770  ;105 770  ;1;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:44;105 820  ;105 830  ;105 820  ;105 830  ;2;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:46;105 900  ;105 900  ;105 900  ;105 900  ;4;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:47;105 920  ;105 970  ;105 920  ;105 970  ;48;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:48;105 940  ;105 940  ;105 940  ;105 940  ;1;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:50;105 900  ;105 900  ;105 900  ;105 900  ;1;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:51;105 860  ;105 860  ;105 800  ;105 800  ;17;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:54;105 850  ;105 850  ;105 850  ;105 850  ;1;;;;;;
SPFB.RTS-12.18;1;12.09.2018;16:56;105 880  ;105 880  ;105 880  ;105 880  ;2;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:00;105 810  ;105 810  ;105 810  ;105 810  ;1;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:01;105 900  ;105 900  ;105 900  ;105 900  ;1;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:02;105 930  ;106 050  ;105 930  ;105 930  ;67;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:03;106 030  ;106 060  ;106 010  ;106 030  ;12;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:04;106 040  ;106 050  ;105 940  ;105 940  ;16;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:05;105 910  ;105 910  ;105 910  ;105 910  ;1;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:09;105 930  ;105 950  ;105 930  ;105 940  ;4;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:10;105 920  ;105 920  ;105 900  ;105 900  ;151;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:11;105 870  ;105 870  ;105 840  ;105 850  ;24;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:13;105 850  ;105 850  ;105 850  ;105 850  ;10;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:14;105 840  ;105 840  ;105 840  ;105 840  ;2;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:15;105 840  ;105 840  ;105 820  ;105 820  ;3;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:16;105 800  ;105 800  ;105 770  ;105 770  ;2;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:17;105 770  ;105 770  ;105 720  ;105 750  ;5;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:18;105 760  ;105 760  ;105 660  ;105 660  ;106;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:19;105 690  ;105 720  ;105 690  ;105 720  ;2;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:20;105 740  ;105 740  ;105 690  ;105 690  ;3;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:21;105 680  ;105 680  ;105 630  ;105 630  ;139;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:22;105 630  ;105 640  ;105 580  ;105 610  ;110;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:23;105 580  ;105 580  ;105 560  ;105 560  ;13;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:24;105 550  ;105 550  ;105 500  ;105 500  ;83;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:25;105 500  ;105 520  ;105 450  ;105 450  ;60;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:26;105 500  ;105 500  ;105 500  ;105 500  ;1;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:27;105 510  ;105 530  ;105 480  ;105 480  ;43;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:28;105 490  ;105 520  ;105 490  ;105 520  ;6;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:29;105 510  ;105 520  ;105 490  ;105 520  ;4;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:31;105 510  ;105 640  ;105 400  ;105 640  ;63;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:32;105 630  ;105 690  ;105 620  ;105 690  ;6;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:33;105 720  ;105 720  ;105 610  ;105 610  ;4;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:34;105 640  ;105 750  ;105 640  ;105 730  ;84;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:35;105 710  ;105 710  ;105 710  ;105 710  ;2;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:36;105 670  ;105 800  ;105 670  ;105 800  ;13;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:37;105 830  ;105 830  ;105 780  ;105 780  ;3;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:38;105 730  ;105 770  ;105 730  ;105 740  ;7;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:39;105 760  ;105 780  ;105 740  ;105 740  ;6;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:40;105 720  ;105 820  ;105 720  ;105 820  ;4;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:41;105 840  ;105 840  ;105 800  ;105 820  ;4;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:43;105 790  ;105 790  ;105 790  ;105 790  ;1;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:44;105 770  ;105 790  ;105 700  ;105 700  ;11;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:46;105 650  ;105 670  ;105 630  ;105 670  ;21;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:48;105 600  ;105 610  ;105 560  ;105 560  ;45;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:49;105 570  ;105 600  ;105 570  ;105 600  ;9;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:50;105 540  ;105 540  ;105 540  ;105 540  ;2;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:51;105 530  ;105 540  ;105 470  ;105 480  ;75;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:52;105 530  ;105 540  ;105 510  ;105 540  ;12;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:53;105 490  ;105 540  ;105 450  ;105 540  ;3;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:54;105 550  ;105 550  ;105 490  ;105 490  ;4;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:55;105 500  ;105 530  ;105 500  ;105 530  ;23;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:56;105 530  ;105 620  ;105 530  ;105 620  ;6;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:57;105 570  ;105 570  ;105 560  ;105 560  ;28;;;;;;
SPFB.RTS-12.18;1;12.09.2018;17:59;105 650  ;105 680  ;105 650  ;105 680  ;5;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:00;105 670  ;105 670  ;105 540  ;105 540  ;90;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:01;105 500  ;105 520  ;105 410  ;105 410  ;59;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:02;105 480  ;105 490  ;105 480  ;105 480  ;8;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:03;105 530  ;105 530  ;105 500  ;105 520  ;44;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:04;105 510  ;105 520  ;105 490  ;105 490  ;34;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:05;105 540  ;105 540  ;105 520  ;105 520  ;10;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:06;105 490  ;105 490  ;105 320  ;105 320  ;91;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:07;105 350  ;105 450  ;105 350  ;105 440  ;8;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:08;105 410  ;105 410  ;105 410  ;105 410  ;4;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:11;105 340  ;105 350  ;105 280  ;105 280  ;117;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:12;105 280  ;105 350  ;105 280  ;105 350  ;8;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:13;105 500  ;105 680  ;105 500  ;105 670  ;16;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:14;105 700  ;105 720  ;105 700  ;105 710  ;22;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:15;105 800  ;105 920  ;105 800  ;105 870  ;15;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:16;105 900  ;106 180  ;105 900  ;106 180  ;110;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:17;106 140  ;106 250  ;106 140  ;106 170  ;63;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:18;106 140  ;106 190  ;106 110  ;106 180  ;20;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:19;106 250  ;106 340  ;106 220  ;106 250  ;102;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:20;106 260  ;106 280  ;106 250  ;106 250  ;9;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:21;106 280  ;106 280  ;106 280  ;106 280  ;2;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:22;106 280  ;106 360  ;106 280  ;106 340  ;53;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:23;106 250  ;106 260  ;106 250  ;106 260  ;7;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:24;106 380  ;106 400  ;106 380  ;106 400  ;5;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:25;106 420  ;106 450  ;106 400  ;106 400  ;15;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:26;106 370  ;106 400  ;106 370  ;106 370  ;97;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:27;106 370  ;106 520  ;106 370  ;106 480  ;116;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:28;106 420  ;106 440  ;106 390  ;106 420  ;14;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:29;106 400  ;106 400  ;106 380  ;106 400  ;7;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:30;106 430  ;106 490  ;106 400  ;106 400  ;6;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:31;106 410  ;106 550  ;106 390  ;106 480  ;84;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:32;106 500  ;106 510  ;106 450  ;106 450  ;20;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:33;106 400  ;106 400  ;106 320  ;106 400  ;60;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:34;106 430  ;106 480  ;106 380  ;106 380  ;56;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:35;106 380  ;106 380  ;106 340  ;106 350  ;12;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:36;106 320  ;106 330  ;106 270  ;106 310  ;73;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:37;106 310  ;106 310  ;106 300  ;106 300  ;28;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:38;106 330  ;106 370  ;106 330  ;106 370  ;3;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:39;106 370  ;106 370  ;106 340  ;106 340  ;2;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:40;106 370  ;106 370  ;106 310  ;106 310  ;19;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:41;106 290  ;106 290  ;106 230  ;106 250  ;18;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:42;106 310  ;106 310  ;106 310  ;106 310  ;1;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:43;106 310  ;106 330  ;106 280  ;106 280  ;30;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:44;106 310  ;106 320  ;106 280  ;106 280  ;11;;;;;;
SPFB.RTS-12.18;1;12.09.2018;18:45;106 280  ;106 280  ;106 230  ;106 230  ;2;;;;;;
SPFB.RTS-12.18;1;12.09.2018;19:01;106 090  ;106 280  ;106 090  ;106 180  ;12;;;;;;
SPFB.RTS-12.18;1;12.09.2018;19:02;106 130  ;106 130  ;106 130  ;106 130  ;3;;;;;;
SPFB.RTS-12.18;1;12.09.2018;19:04;106 100  ;106 100  ;106 060  ;106 070  ;12;;;;;;
SPFB.RTS-12.18;1;12.09.2018;19:05;106 110  ;106 110  ;106 110  ;106 110  ;6;;;;;;
SPFB.RTS-12.18;1;12.09.2018;19:06;106 180  ;106 190  ;106 180  ;106 190  ;11;;;;;;
SPFB.RTS-12.18;1;12.09.2018;19:07;106 250  ;106 250  ;106 220  ;106 230  ;11;;;;;;
SPFB.RTS-12.18;1;12.09.2018;19:09;106 220  ;106 220  ;106 170  ;106 210  ;7;;;;;;
SPFB.RTS-12.18;1;12.09.2018;19:10;106 130  ;106 130  ;106 120  ;106 120  ;2;;;;;;
SPFB.RTS-12.18;1;12.09.2018;19:11;106 120  ;106 120  ;106 120  ;106 120  ;1;;;;;;
SPFB.RTS-12.18;1;12.09.2018;19:12;106 210  ;106 210  ;106 210  ;106 210  ;2;;;;;;
SPFB.RTS-12.18;1;12.09.2018;19:15;106 200  ;106 200  ;106 140  ;106 140  ;3;;;;;;
SPFB.RTS-12.18;1;12.09.2018;19:17;106 150  ;106 150  ;106 150  ;106 150  ;2;;;;;;
